prompt,provedor,familia,categoria,eh_categoria,marcas_no_prompt,marcas_na_resposta,n_marcas_declarado,n_fontes,relevancia,tam_resposta,seeds,seed_branded
このジャンルを検索・視聴する際の注意点やマナーは何ですか？,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
このジャンルを検索・視聴する際の注意点やマナーは何ですか？,google_ai_mode,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
ter ciência de algo,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
defina site,google_ai_overview,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
insights,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
para sua ciencia,google_ai_overview,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
insights o'que é,google_ai_overview,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
"Quais são os possíveis significados de termos assim, quando aparecem em conteúdos brasileiros, e como distingui-los?",chatgpt,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
"Quais são os possíveis significados de termos assim, quando aparecem em conteúdos brasileiros, e como distingui-los?",google_ai_mode,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
insits,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
『Hentai Kai』や関連語の意味と由来を簡潔に教えてください。,google_ai_mode,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
『Hentai Kai』や関連語の意味と由来を簡潔に教えてください。,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
『Hentai Kai』や関連語の意味と由来を簡潔に教えてください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,53,hisense,1
insite significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
enviesada,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
oq e website,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
sistema syens vespasiano,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
この『pururin』系の日本語表現はどんな意味合いで使われることが多いですか？,google_ai_mode,produto e categoria,sem categoria,0,,,0,1,87,173,hisense,1
この『pururin』系の日本語表現はどんな意味合いで使われることが多いですか？,chatgpt,produto e categoria,sem categoria,0,,,0,21,87,173,hisense,1
Why is 'hiss' linked with Megan Thee Stallion in media and lyrics?,chatgpt,produto e categoria,sem categoria,0,,,0,14,87,0,hisense,1
Nyakumi のネコ耳とふたなりジャンルが人気の理由を教えてください。,google_ai_mode,produto e categoria,sem categoria,0,,,0,0,87,80,hisense,1
Nyakumi のネコ耳とふたなりジャンルが人気の理由を教えてください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,51,hisense,1
Nyakumi のネコ耳とふたなりジャンルが人気の理由を教えてください。,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,0,hisense,1
enviesado significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
検索で見つけやすいキーワードを4〜5つ、日本語で教えてください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
検索で見つけやすいキーワードを4〜5つ、日本語で教えてください。,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
検索で見つけやすいキーワードを4〜5つ、日本語で教えてください。,google_ai_mode,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
está ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,0,87,146,hisense,1
Hyeser no Brasil,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
ficou ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
declaracao de ciencia,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
insight em portugues,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
enviesar significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
como escreve ciências,google_ai_overview,produto e categoria,sem categoria,0,,,0,2,87,173,hisense,1
cientes sinonimo,google_ai_overview,produto e categoria,sem categoria,0,,,0,3,87,173,hisense,1
Nyakumi ニャンコふたなりポルノ,google_ai_mode,produto e categoria,sem categoria,0,,,0,0,87,81,hisense,1
Nyakumi ニャンコふたなりポルノ,chatgpt,produto e categoria,sem categoria,0,,,0,1,87,173,hisense,1
Nyakumi ニャンコふたなりポルノ,gemini,produto e categoria,sem categoria,0,,,0,0,87,37,hisense,1
sinonimos de insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
o que insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
O que significa o termo 'Interessências' e como ele ganhou relevância no Rio Preto?,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
Interesses e Essências,chatgpt,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
Interesses e Essências,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
ter ciencia,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
insights significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
rajás significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
estar ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
Como diferenciar o uso de 'ciente' de 'ciência' nas frases do dia a dia?,google_ai_mode,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
Como diferenciar o uso de 'ciente' de 'ciência' nas frases do dia a dia?,chatgpt,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
Como diferenciar o uso de 'ciente' de 'ciência' nas frases do dia a dia?,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
descargo,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
ciência tem acento,google_ai_overview,produto e categoria,sem categoria,0,,,0,5,87,173,hisense,1
ciência sinonimo de ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,10,87,173,hisense,1
ciente significado,google_ai_overview,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
para ciencia de todos,google_ai_overview,produto e categoria,sem categoria,0,,,0,2,87,173,hisense,1
ciente disso,google_ai_overview,produto e categoria,sem categoria,0,,,0,0,87,130,hisense,1
Nyakumi に関する専門用語や略語を分かりやすく解説してください。,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
Nyakumi に関する専門用語や略語を分かりやすく解説してください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,51,hisense,1
Sistema Syens VRB,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
ホシンカンリ（方針管理）,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
ホシンカンリ（方針管理）,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
significado de insights,google_ai_overview,produto e categoria,sem categoria,0,,,0,10,87,173,hisense,1
declaração de ciencia e responsabilidade,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
o que é insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
o que é desencargo de consciência,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
Quid differenti Quatenus a ceteris systematibus login et quo modo intrare tenebris securam collationem praebet?,google_ai_mode,produto e categoria,sem categoria,0,,,0,3,87,173,hisense,1
Quais sinais indicam que uma opinião pode estar enviesada e por quê?,google_ai_mode,produto e categoria,sem categoria,0,,,0,1,87,173,hisense,1
Quais sinais indicam que uma opinião pode estar enviesada e por quê?,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
Quais sinais indicam que uma opinião pode estar enviesada e por quê?,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
How do you translate 'hiss' into Portuguese or other languages accurately?,google_ai_mode,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
How do you translate 'hiss' into Portuguese or other languages accurately?,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
How do you translate 'hiss' into Portuguese or other languages accurately?,gemini,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
Quais são os usos corretos dessa expressão no português falado versus o português escrito,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
Quais são os usos corretos dessa expressão no português falado versus o português escrito,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
Quais são os usos corretos dessa expressão no português falado versus o português escrito,google_ai_mode,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
insights o que significa,google_ai_overview,produto e categoria,sem categoria,0,,,0,8,87,173,hisense,1
ficar ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
小規模企業でホシンカンリを導入する具体的な手順を教えてください。,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
o que significa descargo de consciência,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
Como posso identificar o idioma de expressões curtas como 'jp higi' e 'jphigi' usando apenas o código ISO de dois letters?,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
hainan province,google_ai_overview,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
Hiss Mentions & Translations,gemini,produto e categoria,sem categoria,0,,,0,3,87,173,hisense,1
Hiss Mentions & Translations,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
同じ系統の言葉と比べて、どんなニュアンスの違いがありますか？,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
同じ系統の言葉と比べて、どんなニュアンスの違いがありますか？,google_ai_mode,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
同じ系統の言葉と比べて、どんなニュアンスの違いがありますか？,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
descargo de consciência,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
descargo ou desencargo,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
como se escreve ciente,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
同系統の用語との違いと使い分けを説明してください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
同系統の用語との違いと使い分けを説明してください。,google_ai_mode,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
同系統の用語との違いと使い分けを説明してください。,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
この言葉を使ったおすすめの表現やフレーズをいくつか教えてください。,gemini,produto e categoria,sem categoria,0,,,0,0,87,144,hisense,1
この言葉を使ったおすすめの表現やフレーズをいくつか教えてください。,google_ai_mode,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
この言葉を使ったおすすめの表現やフレーズをいくつか教えてください。,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
significado de website,google_ai_overview,produto e categoria,sem categoria,0,,,0,11,87,173,hisense,1
Pode explicar a diferença entre viés e opinião pessoal com exemplos em português?,google_ai_mode,comparacao e modelo,sem categoria,0,,,0,7,87,173,hisense,1
Pode explicar a diferença entre viés e opinião pessoal com exemplos em português?,gemini,comparacao e modelo,sem categoria,0,,,0,0,87,173,hisense,1
Pode explicar a diferença entre viés e opinião pessoal com exemplos em português?,chatgpt,comparacao e modelo,sem categoria,0,,,0,13,87,173,hisense,1
enviesado sinonimo,google_ai_overview,produto e categoria,sem categoria,0,,,0,4,87,173,hisense,1
significado da palavra insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
como se escreve o nome site,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
insights o que e,google_ai_overview,produto e categoria,sem categoria,0,,,0,9,87,173,hisense,1
"Quae sunt optimae facultates Quatenus de securitate et trackinge, quae te facere cupis?",google_ai_mode,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
descargo de consciencia,google_ai_overview,produto e categoria,sem categoria,0,,,0,7,87,173,hisense,1
o que significa site,google_ai_overview,produto e categoria,sem categoria,0,,,0,10,87,173,hisense,1
traduzir insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,3,87,173,hisense,1
Existem variações de grafia ou pseudônimos relacionados a 'Hyeser' que eu devo considerar ao buscar por esse grupo de termos?,chatgpt,produto e categoria,sem categoria,0,,,0,13,87,173,hisense,1
Quais são as três Gunas e como elas influenciam o comportamento diário?,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
Quais são as três Gunas e como elas influenciam o comportamento diário?,google_ai_mode,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
Quais são as três Gunas e como elas influenciam o comportamento diário?,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
Quais são sinônimos ou formas alternativas para se referir a esse conceito em textos jurídicos ou formais,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
Quais são sinônimos ou formas alternativas para se referir a esse conceito em textos jurídicos ou formais,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
insghts,google_ai_overview,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
ホシンカンリを成功させるためのKPIや評価指標はどのように設定すべきですか？,google_ai_mode,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
ホシンカンリを成功させるためのKPIや評価指標はどのように設定すべきですか？,gemini,produto e categoria,sem categoria,0,,,0,0,87,173,hisense,1
ホシンカンリを成功させるためのKPIや評価指標はどのように設定すべきですか？,chatgpt,produto e categoria,sem categoria,0,,,0,12,87,173,hisense,1
ciente significa,google_ai_overview,produto e categoria,sem categoria,0,,,0,6,87,173,hisense,1
o que e um insight,google_ai_overview,produto e categoria,sem categoria,0,,,0,10,87,173,hisense,1
